date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:45:27	3684/3684	---M--	200	added ('OK')	image/jpeg	date:Wed,%2014%20May%202025%2011:45:26%20GMT	https://static.wixstatic.com/media/127a3b_0f615dfc5e1b4d6ba2c91e205bc48002~mv2.jpg/v1/fill/w_147,h_81,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_avif,quality_auto/127a3b_0f615dfc5e1b4d6ba2c91e205bc48002~mv2.jpg	C:/My%20Web%20Sites/akfa/static.wixstatic.com/media/127a3b_0f615dfc5e1b4d6ba2c91e205bc48002_mv2.jpg/v1/fill/w_147,h_81,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_avif,quality_auto/127a3b_0f615dfc5e1b4d6ba2c91e205bc48002_mv2.jpg	(from https://erakleskera.wixsite.com/akfa)
14:45:30	807519/807519	---MCZ	200	added ('OK')	text/html	etag:W/%22d0ca8309f6848646a3c4db680eec4975%22	https://erakleskera.wixsite.com/akfa/portfolio-collections/my-portfolio/my-project-2	C:/My%20Web%20Sites/akfa/erakleskera.wixsite.com/akfa/portfolio-collections/my-portfolio/my-project-2.html	(from https://erakleskera.wixsite.com/akfa)
14:45:30	2902/2902	---M--	200	added ('OK')	image/jpeg	date:Wed,%2014%20May%202025%2011:45:29%20GMT	https://static.wixstatic.com/media/127a3b_3f9844554061405bb8daba725888d2bb~mv2.jpg/v1/fill/w_90,h_108,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_avif,quality_auto/127a3b_3f9844554061405bb8daba725888d2bb~mv2.jpg	C:/My%20Web%20Sites/akfa/static.wixstatic.com/media/127a3b_3f9844554061405bb8daba725888d2bb_mv2.jpg/v1/fill/w_90,h_108,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_avif,quality_auto/127a3b_3f9844554061405bb8daba725888d2bb_mv2.jpg	(from https://erakleskera.wixsite.com/akfa)
14:45:34	807451/807451	---MCZ	200	added ('OK')	text/html	etag:W/%22e5f33f60626603dcb667229e4ac0f4c9%22	https://erakleskera.wixsite.com/akfa/portfolio-collections/my-portfolio/my-project	C:/My%20Web%20Sites/akfa/erakleskera.wixsite.com/akfa/portfolio-collections/my-portfolio/my-project.html	(from https://erakleskera.wixsite.com/akfa)
14:45:34	12995/12995	---M--	200	added ('OK')	image/jpeg	date:Wed,%2014%20May%202025%2011:45:33%20GMT	https://static.wixstatic.com/media/127a3b_d696b07c6f094063935ec9e0a9910f24~mv2.jpg/v1/fill/w_310,h_334,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/127a3b_d696b07c6f094063935ec9e0a9910f24~mv2.jpg	C:/My%20Web%20Sites/akfa/static.wixstatic.com/media/127a3b_d696b07c6f094063935ec9e0a9910f24_mv2.jpg/v1/fill/w_310,h_334,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/127a3b_d696b07c6f094063935ec9e0a9910f24_mv2.jpg	(from https://erakleskera.wixsite.com/akfa)
14:45:34	1677/1677	---M--	200	added ('OK')	image/jpeg	date:Wed,%2014%20May%202025%2011:45:34%20GMT	https://static.wixstatic.com/media/d5f99a33f0044179af43cb9685308ce1.jpg/v1/fill/w_117,h_78,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_avif,quality_auto/d5f99a33f0044179af43cb9685308ce1.jpg	C:/My%20Web%20Sites/akfa/static.wixstatic.com/media/d5f99a33f0044179af43cb9685308ce1.jpg/v1/fill/w_117,h_78,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_avif,quality_auto/d5f99a33f0044179af43cb9685308ce1.jpg	(from https://erakleskera.wixsite.com/akfa)
14:45:34	1365/1365	---M--	200	added ('OK')	image/png	date:Mon,%2012%20May%202025%2016:05:15%20GMT	https://static.wixstatic.com/media/e1aa082f7c0747168d9cf43e77046142.png/v1/fill/w_39,h_39,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/e1aa082f7c0747168d9cf43e77046142.png	C:/My%20Web%20Sites/akfa/static.wixstatic.com/media/e1aa082f7c0747168d9cf43e77046142.png/v1/fill/w_39,h_39,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/e1aa082f7c0747168d9cf43e77046142.png	(from https://erakleskera.wixsite.com/akfa)
14:45:35	1470/1470	---M--	200	added ('OK')	image/png	date:Mon,%2012%20May%202025%2016:05:17%20GMT	https://static.wixstatic.com/media/11062b_66167d61316d4665841f3397360d54a9~mv2.png/v1/fill/w_39,h_39,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/11062b_66167d61316d4665841f3397360d54a9~mv2.png	C:/My%20Web%20Sites/akfa/static.wixstatic.com/media/11062b_66167d61316d4665841f3397360d54a9_mv2.png/v1/fill/w_39,h_39,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/11062b_66167d61316d4665841f3397360d54a9_mv2.png	(from https://erakleskera.wixsite.com/akfa)
14:45:35	131854/131854	---M-Z	200	added ('OK')	application/javascript	etag:%223dba122fff59f2079b3877b077a5c7c7%22	https://browser.sentry-cdn.com/7.120.3/bundle.tracing.es5.min.js	C:/My%20Web%20Sites/akfa/browser.sentry-cdn.com/7.120.3/bundle.tracing.es5.min.js	(from https://erakleskera.wixsite.com/akfa)
14:45:36	3323/3323	---M-Z	200	added ('OK')	application/javascript	etag:%22ccf0e1db3811d44808d97a63c7a72d1f%22	https://browser.sentry-cdn.com/7.120.3/modulemetadata.es5.min.js	C:/My%20Web%20Sites/akfa/browser.sentry-cdn.com/7.120.3/modulemetadata.es5.min.js	(from https://erakleskera.wixsite.com/akfa)
14:45:36	2509/2509	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2014%20May%202025%2011:45:35%20GMT	https://erakleskera.wixsite.com/sitemap.xml	C:/My%20Web%20Sites/akfa/erakleskera.wixsite.com/sitemap.12.delayed	(from https://erakleskera.wixsite.com/akfa)
14:45:37	2508/2508	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2014%20May%202025%2011:45:35%20GMT	https://erakleskera.wixsite.com/api/	C:/My%20Web%20Sites/akfa/erakleskera.wixsite.com/api/index.html	(from https://erakleskera.wixsite.com/akfa)
14:45:37	2509/2509	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2014%20May%202025%2011:45:35%20GMT	https://erakleskera.wixsite.com/envelope/	C:/My%20Web%20Sites/akfa/erakleskera.wixsite.com/envelope/index.html	(from https://erakleskera.wixsite.com/akfa)
14:45:37	2508/2508	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2014%20May%202025%2011:45:36%20GMT	https://erakleskera.wixsite.com/feed.xml	C:/My%20Web%20Sites/akfa/erakleskera.wixsite.com/feed.13.delayed	(from https://erakleskera.wixsite.com/akfa)
14:45:38	130131/130131	---M-Z	200	added ('OK')	application/javascript	etag:W/%22581cf2dccdfbb9e5240c1fb4af2686a0%22	https://static.parastorage.com/services/wix-thunderbolt/dist/thunderbolt-commons.ac923633.bundle.min.js	C:/My%20Web%20Sites/akfa/static.parastorage.com/services/wix-thunderbolt/dist/thunderbolt-commons.ac923633.bundle.min.js	(from https://erakleskera.wixsite.com/akfa)
14:45:38	264674/264674	---M-Z	200	added ('OK')	application/javascript	etag:W/%227b01721e175c58ac782eae71c9f70e94%22	https://static.parastorage.com/services/wix-thunderbolt/dist/main.66dbc88b.bundle.min.js	C:/My%20Web%20Sites/akfa/static.parastorage.com/services/wix-thunderbolt/dist/main.66dbc88b.bundle.min.js	(from https://erakleskera.wixsite.com/akfa)
14:45:39	152/152	---M--	200	added ('OK')	application/javascript	etag:%2217dc6142a5674dc31c4e4ac8ab3502fc%22	https://static.parastorage.com/services/wix-thunderbolt/dist/main.renderer.a20626f8.bundle.min.js	C:/My%20Web%20Sites/akfa/static.parastorage.com/services/wix-thunderbolt/dist/main.renderer.a20626f8.bundle.min.js	(from https://erakleskera.wixsite.com/akfa)
14:45:39	73015/73015	---M-Z	200	added ('OK')	application/javascript	etag:W/%229becc40fb1d85d21d0ca38e2f7069511%22	https://static.parastorage.com/unpkg/lodash@4.17.21/lodash.min.js	C:/My%20Web%20Sites/akfa/static.parastorage.com/unpkg/lodash@4.17.21/lodash.min.js	(from https://erakleskera.wixsite.com/akfa)
14:45:40	10751/10751	---MCZ	200	added ('OK')	application/javascript	etag:W/%22e91b2616629791b375867c298dc846cc%22	https://static.parastorage.com/unpkg/react@18.3.1/umd/react.production.min.js	C:/My%20Web%20Sites/akfa/static.parastorage.com/unpkg/react@18.3.1/umd/react.production.min.js	(from https://erakleskera.wixsite.com/akfa)
14:45:41	131835/131835	---MCZ	200	added ('OK')	application/javascript	etag:W/%227d4842a904e5d5d1b19240075998b111%22	https://static.parastorage.com/unpkg/react-dom@18.3.1/umd/react-dom.production.min.js	C:/My%20Web%20Sites/akfa/static.parastorage.com/unpkg/react-dom@18.3.1/umd/react-dom.production.min.js	(from https://erakleskera.wixsite.com/akfa)
14:45:41	5943/5943	---MCZ	200	added ('OK')	application/javascript	etag:W/%2217261684e539753369be14d859077377%22	https://static.parastorage.com/services/wix-thunderbolt/dist/browser-deprecation.bundle.es5.js	C:/My%20Web%20Sites/akfa/static.parastorage.com/services/wix-thunderbolt/dist/browser-deprecation.bundle.es5.js	(from https://erakleskera.wixsite.com/akfa)
14:45:41	2508/2508	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2014%20May%202025%2011:45:41%20GMT	https://erakleskera.wixsite.com/decodeURIComponent(e	C:/My%20Web%20Sites/akfa/erakleskera.wixsite.com/decodeURIComponent(e.1b.delayed	(from https://erakleskera.wixsite.com/akfa)
14:45:43	9582/9582	---M-Z	200	added ('OK')	application/javascript	etag:W/%226f1af620740f6e8d6851e2794ba694d0%22	https://static.parastorage.com/services/tag-manager-client/1.920.0/siteTags.bundle.min.js	C:/My%20Web%20Sites/akfa/static.parastorage.com/services/tag-manager-client/1.920.0/siteTags.bundle.min.js	(from https://erakleskera.wixsite.com/akfa)
14:45:45	530848/530848	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%229a8543628fde1e8f1f7803c5e56ff084%22	https://erakleskera.wixsite.com/akfa/portfolio-collections/my-portfolio/s	C:/My%20Web%20Sites/akfa/erakleskera.wixsite.com/akfa/portfolio-collections/my-portfolio/s.1d.delayed	(from https://erakleskera.wixsite.com/akfa/portfolio-collections/my-portfolio/my-project-2)
14:45:47	530817/530817	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%221f6f7eb55ffebfed8c4064bd91f4dbbc%22	https://erakleskera.wixsite.com/akfa/portfolio-collections/my-portfolio/t	C:/My%20Web%20Sites/akfa/erakleskera.wixsite.com/akfa/portfolio-collections/my-portfolio/t.1e.delayed	(from https://erakleskera.wixsite.com/akfa/portfolio-collections/my-portfolio/my-project-2)
14:45:48	1165/1165	---M--	200	added ('OK')	image/jpeg	date:Wed,%2014%20May%202025%2011:45:47%20GMT	https://static.wixstatic.com/media/127a3b_1df2269d5925421585993c0605c847e1~mv2.jpg/v1/fill/w_1,h_1,q_90/127a3b_1df2269d5925421585993c0605c847e1~mv2.jpg	C:/My%20Web%20Sites/akfa/static.wixstatic.com/media/127a3b_1df2269d5925421585993c0605c847e1_mv2.jpg/v1/fill/w_1,h_1,q_90/127a3b_1df2269d5925421585993c0605c847e1_mv2.jpg	(from https://erakleskera.wixsite.com/akfa/portfolio-collections/my-portfolio/my-project-2)
14:45:48	181536/181536	---M--	200	added ('OK')	image/jpeg	date:Wed,%2014%20May%202025%2011:45:47%20GMT	https://static.wixstatic.com/media/127a3b_1df2269d5925421585993c0605c847e1~mv2.jpg/v1/fit/w_1074,h_548,q_90,enc_avif,quality_auto/127a3b_1df2269d5925421585993c0605c847e1~mv2.jpg	C:/My%20Web%20Sites/akfa/static.wixstatic.com/media/127a3b_1df2269d5925421585993c0605c847e1_mv2.jpg/v1/fit/w_1074,h_548,q_90,enc_avif,quality_auto/127a3b_1df2269d5925421585993c0605c847e1_mv2.jpg	(from https://erakleskera.wixsite.com/akfa/portfolio-collections/my-portfolio/my-project-2)
14:45:49	2771/2771	---M--	200	added ('OK')	image/jpeg	date:Wed,%2014%20May%202025%2011:45:48%20GMT	https://static.wixstatic.com/media/127a3b_a9d5013194924d18adb3ab5d31281962~mv2.jpg/v1/fit/w_480,h_270,q_30,blur_30/127a3b_a9d5013194924d18adb3ab5d31281962~mv2.jpg	C:/My%20Web%20Sites/akfa/static.wixstatic.com/media/127a3b_a9d5013194924d18adb3ab5d31281962_mv2.jpg/v1/fit/w_480,h_270,q_30,blur_30/127a3b_a9d5013194924d18adb3ab5d31281962_mv2.jpg	(from https://erakleskera.wixsite.com/akfa/portfolio-collections/my-portfolio/my-project-2)
14:45:49	19106/19106	---M--	200	added ('OK')	image/jpeg	date:Wed,%2014%20May%202025%2011:45:48%20GMT	https://static.wixstatic.com/media/127a3b_a9d5013194924d18adb3ab5d31281962~mv2.jpg/v1/fit/w_1069,h_602,q_90,enc_avif,quality_auto/127a3b_a9d5013194924d18adb3ab5d31281962~mv2.jpg	C:/My%20Web%20Sites/akfa/static.wixstatic.com/media/127a3b_a9d5013194924d18adb3ab5d31281962_mv2.jpg/v1/fit/w_1069,h_602,q_90,enc_avif,quality_auto/127a3b_a9d5013194924d18adb3ab5d31281962_mv2.jpg	(from https://erakleskera.wixsite.com/akfa/portfolio-collections/my-portfolio/my-project-2)
14:45:49	2771/2771	---M--	200	added ('OK')	image/jpeg	date:Wed,%2014%20May%202025%2011:45:49%20GMT	https://static.wixstatic.com/media/127a3b_a47e0e944efe461fbecdee951bbf244a~mv2.jpg/v1/fit/w_480,h_270,q_30,blur_30/127a3b_a47e0e944efe461fbecdee951bbf244a~mv2.jpg	C:/My%20Web%20Sites/akfa/static.wixstatic.com/media/127a3b_a47e0e944efe461fbecdee951bbf244a_mv2.jpg/v1/fit/w_480,h_270,q_30,blur_30/127a3b_a47e0e944efe461fbecdee951bbf244a_mv2.jpg	(from https://erakleskera.wixsite.com/akfa/portfolio-collections/my-portfolio/my-project-2)
14:45:50	19106/19106	---M--	200	added ('OK')	image/jpeg	date:Wed,%2014%20May%202025%2011:45:49%20GMT	https://static.wixstatic.com/media/127a3b_a47e0e944efe461fbecdee951bbf244a~mv2.jpg/v1/fit/w_1069,h_602,q_90,enc_avif,quality_auto/127a3b_a47e0e944efe461fbecdee951bbf244a~mv2.jpg	C:/My%20Web%20Sites/akfa/static.wixstatic.com/media/127a3b_a47e0e944efe461fbecdee951bbf244a_mv2.jpg/v1/fit/w_1069,h_602,q_90,enc_avif,quality_auto/127a3b_a47e0e944efe461fbecdee951bbf244a_mv2.jpg	(from https://erakleskera.wixsite.com/akfa/portfolio-collections/my-portfolio/my-project-2)
14:45:50	2771/2771	---M--	200	added ('OK')	image/jpeg	date:Wed,%2014%20May%202025%2011:45:50%20GMT	https://static.wixstatic.com/media/127a3b_212996d91ff9470fa0247f0cdafc7d80~mv2.jpg/v1/fit/w_480,h_270,q_30,blur_30/127a3b_212996d91ff9470fa0247f0cdafc7d80~mv2.jpg	C:/My%20Web%20Sites/akfa/static.wixstatic.com/media/127a3b_212996d91ff9470fa0247f0cdafc7d80_mv2.jpg/v1/fit/w_480,h_270,q_30,blur_30/127a3b_212996d91ff9470fa0247f0cdafc7d80_mv2.jpg	(from https://erakleskera.wixsite.com/akfa/portfolio-collections/my-portfolio/my-project-2)
14:45:51	19106/19106	---M--	200	added ('OK')	image/jpeg	date:Wed,%2014%20May%202025%2011:45:50%20GMT	https://static.wixstatic.com/media/127a3b_212996d91ff9470fa0247f0cdafc7d80~mv2.jpg/v1/fit/w_1069,h_602,q_90,enc_avif,quality_auto/127a3b_212996d91ff9470fa0247f0cdafc7d80~mv2.jpg	C:/My%20Web%20Sites/akfa/static.wixstatic.com/media/127a3b_212996d91ff9470fa0247f0cdafc7d80_mv2.jpg/v1/fit/w_1069,h_602,q_90,enc_avif,quality_auto/127a3b_212996d91ff9470fa0247f0cdafc7d80_mv2.jpg	(from https://erakleskera.wixsite.com/akfa/portfolio-collections/my-portfolio/my-project-2)
14:45:53	531132/531132	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%22b31e0f8b202c200d52f32773cd6281e4%22	https://erakleskera.wixsite.com/akfa/portfolio-collections/my-portfolio/robots.txt	C:/My%20Web%20Sites/akfa/erakleskera.wixsite.com/akfa/portfolio-collections/my-portfolio/robots.27.delayed	(from https://erakleskera.wixsite.com/akfa/portfolio-collections/my-portfolio/my-project-2)
14:45:53	2510/2510	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2014%20May%202025%2011:45:53%20GMT	https://erakleskera.wixsite.com/akfa/portfolio-collections/my-portfolio/sitemap.xml	C:/My%20Web%20Sites/akfa/erakleskera.wixsite.com/akfa/portfolio-collections/my-portfolio/sitemap.28.delayed	(from https://erakleskera.wixsite.com/akfa/portfolio-collections/my-portfolio/my-project-2)
14:45:54	2510/2510	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2014%20May%202025%2011:45:53%20GMT	https://erakleskera.wixsite.com/akfa/portfolio-collections/my-portfolio/feed.xml	C:/My%20Web%20Sites/akfa/erakleskera.wixsite.com/akfa/portfolio-collections/my-portfolio/feed.29.delayed	(from https://erakleskera.wixsite.com/akfa/portfolio-collections/my-portfolio/my-project-2)
14:45:56	531021/531021	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%22a4043244502e908340becbb7773502e5%22	https://erakleskera.wixsite.com/akfa/portfolio-collections/my-portfolio/decodeURIComponent(e	C:/My%20Web%20Sites/akfa/erakleskera.wixsite.com/akfa/portfolio-collections/my-portfolio/decodeURIComponent(e.2a.delayed	(from https://erakleskera.wixsite.com/akfa/portfolio-collections/my-portfolio/my-project-2)
14:45:57	1165/1165	---M--	200	added ('OK')	image/jpeg	date:Wed,%2014%20May%202025%2011:45:57%20GMT	https://static.wixstatic.com/media/127a3b_6199c432592b438c99c1535a361d940d~mv2.jpg/v1/fill/w_1,h_1,q_90/127a3b_6199c432592b438c99c1535a361d940d~mv2.jpg	C:/My%20Web%20Sites/akfa/static.wixstatic.com/media/127a3b_6199c432592b438c99c1535a361d940d_mv2.jpg/v1/fill/w_1,h_1,q_90/127a3b_6199c432592b438c99c1535a361d940d_mv2.jpg	(from https://erakleskera.wixsite.com/akfa/portfolio-collections/my-portfolio/my-project)
14:45:58	54616/54616	---M--	200	added ('OK')	image/jpeg	date:Wed,%2014%20May%202025%2011:45:57%20GMT	https://static.wixstatic.com/media/127a3b_6199c432592b438c99c1535a361d940d~mv2.jpg/v1/fit/w_1080,h_552,q_90,enc_avif,quality_auto/127a3b_6199c432592b438c99c1535a361d940d~mv2.jpg	C:/My%20Web%20Sites/akfa/static.wixstatic.com/media/127a3b_6199c432592b438c99c1535a361d940d_mv2.jpg/v1/fit/w_1080,h_552,q_90,enc_avif,quality_auto/127a3b_6199c432592b438c99c1535a361d940d_mv2.jpg	(from https://erakleskera.wixsite.com/akfa/portfolio-collections/my-portfolio/my-project)
14:45:58	2771/2771	---M--	200	added ('OK')	image/jpeg	date:Wed,%2014%20May%202025%2011:45:57%20GMT	https://static.wixstatic.com/media/127a3b_d6ab086a0d8c4d9b81a3aa102e01ee33~mv2.jpg/v1/fit/w_480,h_270,q_30,blur_30/127a3b_d6ab086a0d8c4d9b81a3aa102e01ee33~mv2.jpg	C:/My%20Web%20Sites/akfa/static.wixstatic.com/media/127a3b_d6ab086a0d8c4d9b81a3aa102e01ee33_mv2.jpg/v1/fit/w_480,h_270,q_30,blur_30/127a3b_d6ab086a0d8c4d9b81a3aa102e01ee33_mv2.jpg	(from https://erakleskera.wixsite.com/akfa/portfolio-collections/my-portfolio/my-project)
14:45:59	19106/19106	---M--	200	added ('OK')	image/jpeg	date:Wed,%2014%20May%202025%2011:45:58%20GMT	https://static.wixstatic.com/media/127a3b_d6ab086a0d8c4d9b81a3aa102e01ee33~mv2.jpg/v1/fit/w_1069,h_602,q_90,enc_avif,quality_auto/127a3b_d6ab086a0d8c4d9b81a3aa102e01ee33~mv2.jpg	C:/My%20Web%20Sites/akfa/static.wixstatic.com/media/127a3b_d6ab086a0d8c4d9b81a3aa102e01ee33_mv2.jpg/v1/fit/w_1069,h_602,q_90,enc_avif,quality_auto/127a3b_d6ab086a0d8c4d9b81a3aa102e01ee33_mv2.jpg	(from https://erakleskera.wixsite.com/akfa/portfolio-collections/my-portfolio/my-project)
14:45:59	2771/2771	---M--	200	added ('OK')	image/jpeg	date:Wed,%2014%20May%202025%2011:45:58%20GMT	https://static.wixstatic.com/media/127a3b_ed298cc6b2d6478aa30e31ae14202ccb~mv2.jpg/v1/fit/w_480,h_270,q_30,blur_30/127a3b_ed298cc6b2d6478aa30e31ae14202ccb~mv2.jpg	C:/My%20Web%20Sites/akfa/static.wixstatic.com/media/127a3b_ed298cc6b2d6478aa30e31ae14202ccb_mv2.jpg/v1/fit/w_480,h_270,q_30,blur_30/127a3b_ed298cc6b2d6478aa30e31ae14202ccb_mv2.jpg	(from https://erakleskera.wixsite.com/akfa/portfolio-collections/my-portfolio/my-project)
14:45:59	19106/19106	---M--	200	added ('OK')	image/jpeg	date:Wed,%2014%20May%202025%2011:45:59%20GMT	https://static.wixstatic.com/media/127a3b_ed298cc6b2d6478aa30e31ae14202ccb~mv2.jpg/v1/fit/w_1069,h_602,q_90,enc_avif,quality_auto/127a3b_ed298cc6b2d6478aa30e31ae14202ccb~mv2.jpg	C:/My%20Web%20Sites/akfa/static.wixstatic.com/media/127a3b_ed298cc6b2d6478aa30e31ae14202ccb_mv2.jpg/v1/fit/w_1069,h_602,q_90,enc_avif,quality_auto/127a3b_ed298cc6b2d6478aa30e31ae14202ccb_mv2.jpg	(from https://erakleskera.wixsite.com/akfa/portfolio-collections/my-portfolio/my-project)
14:46:00	2771/2771	---M--	200	added ('OK')	image/jpeg	date:Wed,%2014%20May%202025%2011:45:59%20GMT	https://static.wixstatic.com/media/127a3b_5cfc5db86a304bd4849f2920320372c0~mv2.jpg/v1/fit/w_480,h_270,q_30,blur_30/127a3b_5cfc5db86a304bd4849f2920320372c0~mv2.jpg	C:/My%20Web%20Sites/akfa/static.wixstatic.com/media/127a3b_5cfc5db86a304bd4849f2920320372c0_mv2.jpg/v1/fit/w_480,h_270,q_30,blur_30/127a3b_5cfc5db86a304bd4849f2920320372c0_mv2.jpg	(from https://erakleskera.wixsite.com/akfa/portfolio-collections/my-portfolio/my-project)
14:46:01	19106/19106	---M--	200	added ('OK')	image/jpeg	date:Wed,%2014%20May%202025%2011:46:00%20GMT	https://static.wixstatic.com/media/127a3b_5cfc5db86a304bd4849f2920320372c0~mv2.jpg/v1/fit/w_1069,h_602,q_90,enc_avif,quality_auto/127a3b_5cfc5db86a304bd4849f2920320372c0~mv2.jpg	C:/My%20Web%20Sites/akfa/static.wixstatic.com/media/127a3b_5cfc5db86a304bd4849f2920320372c0_mv2.jpg/v1/fit/w_1069,h_602,q_90,enc_avif,quality_auto/127a3b_5cfc5db86a304bd4849f2920320372c0_mv2.jpg	(from https://erakleskera.wixsite.com/akfa/portfolio-collections/my-portfolio/my-project)
